;Rooms;Price;Distance;Bathroom;Car;Landsize;Lattitude;Longtitude;Propertycount
8689;3;922500.0;4.6;1.0;2.0;4657.0;-37.8421;145.0237;7217.0
8690;2;760000.0;4.6;1.0;1.0;0.0;-37.8359;145.0126;7217.0
8691;2;546000.0;8.9;1.0;1.0;2023.0;-37.8573;144.8854;802.0
8692;3;670000.0;8.9;2.0;2.0;146.0;-37.857;144.8846;802.0
8693;3;1070000.0;8.9;2.0;5.0;442.0;-37.8538;144.8722;802.0
8694;3;1575000.0;8.9;1.0;1.0;860.0;-37.8565;144.8865;802.0
8695;4;1520000.0;8.9;2.0;3.0;560.0;-37.8559;144.8764;802.0
8696;3;720000.0;8.9;2.0;2.0;146.0;-37.857;144.8846;802.0
8697;3;1045000.0;8.9;2.0;3.0;526.0;-37.855;144.8742;802.0
8698;2;585000.0;5.1;1.0;1.0;0.0;-37.8559;144.999;4380.0
8699;2;690000.0;5.1;1.0;1.0;0.0;-37.8573;144.9978;4380.0
8700;2;854000.0;5.1;1.0;1.0;774.0;-37.8582;144.9979;4380.0
8701;1;900000.0;5.1;1.0;1.0;160.0;-37.8556;144.9885;4380.0
8702;1;350000.0;5.1;1.0;0.0;0.0;-37.8508;144.984;4380.0
8703;3;721500.0;15.0;1.0;1.0;594.0;-37.7214;145.1063;1369.0
8704;5;1060000.0;15.0;2.0;2.0;627.0;-37.7327;145.0804;1369.0
8705;3;984000.0;15.0;2.0;2.0;552.0;-37.7285;145.0851;1369.0
8706;2;450000.0;6.6;1.0;1.0;0.0;-37.8656;144.9919;2952.0
8707;2;490000.0;6.6;1.0;0.0;601.0;-37.8757;144.998;2952.0
8708;1;440000.0;6.6;1.0;0.0;0.0;-37.8686;144.9969;2952.0
8709;3;1406000.0;9.8;1.0;1.0;34.0;-37.7506;144.8891;588.0
8710;3;1305000.0;9.8;1.0;2.0;147.0;-37.7523;144.8862;588.0
8711;3;488000.0;12.4;1.0;1.0;260.0;-37.7157;145.0386;1414.0
8712;3;1750000.0;1.9;1.0;1.0;160.0;-37.8082;144.9451;2230.0
8713;2;1013000.0;1.9;2.0;1.0;0.0;-37.8094;144.9452;2230.0
8714;3;1171000.0;1.9;2.0;1.0;650.0;-37.8098;144.9448;2230.0
8715;2;1053000.0;1.9;1.0;0.0;147.0;-37.8059;144.9459;2230.0
8716;1;295000.0;1.9;1.0;1.0;0.0;-37.8084;144.9473;2230.0
8717;3;445000.0;14.5;1.0;2.0;534.0;-37.6741;144.9698;1889.0
8718;2;360000.0;5.3;1.0;1.0;0.0;-37.7847;144.9383;1052.0
8719;3;640000.0;10.4;1.0;2.0;219.0;-37.71655;144.88155;3464.0
8720;3;961000.0;10.4;1.0;2.0;717.0;-37.72274;144.88002;3464.0
8721;2;1535000.0;3.0;1.0;0.0;171.0;-37.8481;144.9566;3280.0
8722;3;570000.0;10.5;1.0;0.0;423.0;-37.77917;144.82223;2185.0
8723;4;2345000.0;5.7;2.0;2.0;803.0;-37.78122000000001;145.0336;2211.0
8724;3;900000.0;9.4;1.0;2.0;672.0;-37.8265;144.84386;5132.0
8725;5;5200000.0;6.3;3.0;3.0;761.0;-37.85311;145.02847;4836.0
8726;3;1225000.0;10.2;1.0;2.0;770.0;-37.87257;145.09781999999996;2894.0
8727;3;622000.0;9.5;1.0;1.0;204.0;-37.76215;144.85986;4502.0
8728;3;825000.0;9.5;1.0;4.0;603.0;-37.76616;144.8575;4502.0
8729;4;1475000.0;7.9;3.0;5.0;380.0;-37.80156;145.06715;5682.0
8730;5;2160000.0;9.7;1.0;2.0;860.0;-37.79888;145.06649;7809.0
8731;3;1050000.0;9.7;3.0;2.0;200.0;-37.79362;145.0652;7809.0
8732;3;1275000.0;9.7;2.0;2.0;226.0;-37.79495;145.08192;7809.0
8733;3;640000.0;23.2;2.0;1.0;187.0;-37.83909;145.26075;5030.0
8734;3;500000.0;23.2;1.0;2.0;263.0;-37.83303;145.27488;3598.0
8735;4;1221000.0;17.3;2.0;3.0;554.0;-37.98139000000001;145.05251;5366.0
8736;4;1823000.0;17.3;2.0;3.0;728.0;-37.98713;145.04887;5366.0
8737;6;2000000.0;17.3;3.0;4.0;836.0;-37.98942;145.03394;5366.0
8738;3;1365000.0;11.4;1.0;1.0;776.0;-37.92487;145.04703;6795.0
8739;3;1045000.0;11.4;1.0;1.0;401.0;-37.92999;145.04932;6795.0
8740;5;1220000.0;13.8;2.0;2.0;611.0;-37.93228;145.07026000000005;10969.0
8741;4;627500.0;35.2;2.0;2.0;687.0;-38.02434;145.33117;17093.0
8742;3;642000.0;25.0;2.0;2.0;968.0;-37.84674;145.29351;9704.0
8743;3;840000.0;16.1;1.0;2.0;509.0;-37.70822;145.11495;1390.0
8744;3;2650000.0;10.5;2.0;2.0;645.0;-37.90876;145.00743;10579.0
8745;1;380000.0;10.5;1.0;1.0;1993.0;-37.88468;144.99722;10579.0
8746;5;3250000.0;10.5;3.0;2.0;835.0;-37.92615;145.00282;10579.0
8747;4;1731000.0;10.3;3.0;2.0;345.0;-37.91503;145.00888;6938.0
8748;3;465000.0;14.0;2.0;3.0;248.0;-37.68358;144.92387;4294.0
8749;3;518500.0;14.0;1.0;0.0;576.0;-37.69237;144.93143999999995;4294.0
8750;2;692000.0;5.2;1.0;1.0;0.0;-37.77742;144.95666;11918.0
8751;2;1305000.0;4.0;1.0;0.0;315.0;-37.76386;144.97783;5533.0
8752;3;1100000.0;5.2;1.0;1.0;322.0;-37.76073;144.94803000000005;7082.0
8753;2;573000.0;5.2;1.0;1.0;0.0;-37.76732;144.94098;7082.0
8754;3;1060000.0;10.8;1.0;2.0;631.0;-37.77615;145.08907;4480.0
8755;3;805000.0;12.1;1.0;2.0;669.0;-37.70834;145.05424;10175.0
8756;3;682000.0;12.1;1.0;1.0;583.0;-37.70074;145.0648;10175.0
8757;3;535000.0;14.8;2.0;2.0;472.0;-37.7331;144.76282;1686.0
8758;4;1088000.0;14.7;1.0;1.0;536.0;-37.8534;145.14218;4048.0
8759;3;1180000.0;14.7;1.0;1.0;563.0;-37.85771;145.15466;4048.0
8760;3;630000.0;14.8;2.0;2.0;397.0;-37.75107;144.78415;2674.0
8761;2;677000.0;7.7;1.0;1.0;131.0;-37.84716;145.07351;8920.0
8762;2;670000.0;7.7;1.0;1.0;0.0;-37.83202;145.06095;8920.0
8763;3;1320000.0;7.7;2.0;2.0;227.0;-37.84689;145.05863;8920.0
8764;2;816000.0;8.4;2.0;1.0;8140.0;-37.82091;145.06011;3265.0
8765;1;350000.0;1.6;1.0;1.0;0.0;-37.79859;144.97336;6786.0
8766;2;620000.0;1.6;2.0;1.0;0.0;-37.7969;144.9742;6786.0
8767;3;1760000.0;1.6;2.0;2.0;151.0;-37.79449;144.97406;6786.0
8768;3;545000.0;14.8;2.0;2.0;301.0;-37.74397;144.73471999999995;7719.0
8769;2;1091500.0;8.7;2.0;1.0;225.0;-37.89565;145.0234;5051.0
8770;5;1140000.0;17.9;2.0;2.0;570.0;-37.96763;145.07898;9758.0
8771;3;950000.0;17.9;3.0;2.0;160.0;-37.96062;145.04296000000005;9758.0
8772;2;425000.0;17.9;1.0;1.0;0.0;-37.97143;145.05219;9758.0
8773;3;1116000.0;17.9;1.0;2.0;610.0;-37.95629;145.06031000000004;9758.0
8774;3;1030000.0;3.6;2.0;2.0;538.0;-37.79297;144.99776;2954.0
8775;2;900000.0;6.7;1.0;1.0;350.0;-37.74483;144.97269;11204.0
8776;4;922000.0;6.7;2.0;2.0;463.0;-37.73704;144.97959;11204.0
8777;3;1077000.0;6.7;1.0;2.0;512.0;-37.75279000000001;144.95379;11204.0
8778;3;805000.0;6.7;2.0;2.0;296.0;-37.72495;144.98348;3445.0
8779;4;665000.0;20.6;2.0;2.0;756.0;-37.58885;144.90135;15510.0
8780;3;515500.0;20.6;1.0;4.0;651.0;-37.60329;144.93948;15510.0
8781;3;660000.0;20.6;2.0;3.0;618.0;-37.59715;144.89656000000005;15510.0
8782;5;572000.0;34.7;2.0;1.0;581.0;-38.10687;145.2811;7680.0
8783;4;932000.0;23.0;2.0;2.0;880.0;-37.79587;145.2683;11925.0
8784;2;570000.0;23.0;1.0;1.0;312.0;-37.80752;145.27212;11925.0
8785;4;875000.0;23.0;2.0;2.0;244.0;-37.80267;145.27569;11925.0
8786;2;348000.0;24.7;1.0;0.0;156.0;-37.98712;145.22262;10894.0
8787;3;627000.0;24.7;1.0;1.0;610.0;-37.96322;145.20586;8322.0
8788;3;760000.0;24.7;1.0;2.0;751.0;-37.96609;145.21997;8322.0
8789;2;621000.0;21.8;1.0;0.0;610.0;-37.67629;145.15589;4258.0
8790;2;612000.0;22.2;1.0;1.0;197.0;-37.98412;145.13433;3940.0
8791;3;840000.0;12.4;2.0;2.0;0.0;-37.78653;145.12363;9028.0
8792;6;1856000.0;14.3;3.0;3.0;1056.0;-37.78053;145.15567;10999.0
8793;7;2705000.0;16.1;2.0;4.0;5022.0;-37.76598;145.19329;4790.0
8794;3;530500.0;25.9;2.0;2.0;400.0;-37.61042;145.11932;7254.0
8795;3;975000.0;18.0;1.0;0.0;841.0;-37.71926;145.15081999999995;6990.0
8796;3;805000.0;18.0;2.0;0.0;848.0;-37.70913;145.1647;6990.0
8797;4;940000.0;19.6;3.0;2.0;508.0;-37.62693;145.01563000000004;10926.0
8798;2;437000.0;19.6;1.0;2.0;351.0;-37.65099;145.04663;10926.0
8799;5;660000.0;19.6;3.0;2.0;708.0;-37.63888;145.02813;10926.0
8800;3;1325000.0;7.5;2.0;2.0;441.0;-37.74664;144.92285;9264.0
8801;1;310000.0;7.5;1.0;1.0;0.0;-37.75515;144.92113999999995;9264.0
8802;3;864000.0;7.5;1.0;2.0;177.0;-37.7401;144.89674;9264.0
8803;1;291000.0;7.5;1.0;1.0;0.0;-37.75121;144.91326;9264.0
8804;3;750000.0;7.5;1.0;1.0;236.0;-37.75403;144.8867;588.0
8805;5;2200000.0;7.5;3.0;2.0;607.0;-37.75148;144.88519;588.0
8806;3;1550000.0;5.7;2.0;0.0;478.0;-37.78022;145.01771000000005;2970.0
8807;3;720000.0;13.1;1.0;2.0;603.0;-37.69863;144.96685;5070.0
8808;2;1350000.0;3.6;1.0;1.0;184.0;-37.78493;144.98879;6244.0
8809;3;1852000.0;3.6;2.0;1.0;138.0;-37.78714;144.97966;6244.0
8810;2;1100000.0;3.6;1.0;0.0;139.0;-37.7836;144.98031;6244.0
8811;1;170000.0;5.1;1.0;0.0;30.0;-37.80141;144.89587;7570.0
8812;4;1372000.0;15.4;1.0;2.0;866.0;-37.83816;145.17783;4385.0
8813;3;850500.0;15.4;2.0;2.0;353.0;-37.83401;145.17757;4385.0
8814;3;640000.0;38.0;2.0;1.0;368.0;-38.1523;145.11874;17055.0
8815;3;611000.0;36.9;2.0;1.0;691.0;-38.11948;145.14928;2500.0
8816;3;755000.0;38.0;1.0;2.0;786.0;-38.16492;145.12656;7566.0
8817;4;521000.0;45.9;2.0;2.0;978.0;-37.49642;144.60119;3376.0
8818;3;625000.0;12.9;1.0;2.0;544.0;-37.68541;144.88471;3285.0
8819;4;1910000.0;7.3;2.0;3.0;737.0;-37.86231;145.07213000000004;10412.0
8820;2;500000.0;7.3;1.0;1.0;0.0;-37.85399;145.04699;10412.0
8821;2;523000.0;7.3;1.0;1.0;0.0;-37.85546;145.04998;10412.0
8822;3;525000.0;11.2;1.0;1.0;194.0;-37.70168;144.94862;8870.0
8823;3;847000.0;11.2;1.0;2.0;650.0;-37.71399;144.92264;8870.0
8824;6;990000.0;16.1;3.0;2.0;562.0;-37.69749;145.1058;8524.0
8825;2;695000.0;16.1;2.0;1.0;208.0;-37.70267;145.09526;8524.0
8826;2;500000.0;11.2;1.0;2.0;304.0;-37.70733;144.94041;2606.0
8827;3;662500.0;32.3;2.0;2.0;649.0;-38.00022;145.2709;3728.0
8828;3;1210000.0;13.8;2.0;2.0;9838.0;-37.93464;144.99601;5454.0
8829;3;1140000.0;13.8;1.0;2.0;1469.0;-37.93433;145.02983999999995;2356.0
8830;1;395000.0;5.3;1.0;1.0;910.0;-37.81333;145.01932;11308.0
8831;3;1000000.0;5.3;1.0;1.0;1079.0;-37.82987;145.03421;11308.0
8832;2;450000.0;5.3;1.0;1.0;2338.0;-37.83032;145.03898999999996;11308.0
8833;4;2900000.0;5.3;1.0;3.0;636.0;-37.81931;145.04107;11308.0
8834;2;450000.0;5.3;1.0;1.0;1540.0;-37.82824;145.03136999999995;11308.0
8835;3;650000.0;45.2;2.0;4.0;724.0;-37.64685;145.52635;3307.0
8836;3;790000.0;8.8;2.0;1.0;458.0;-37.73569000000001;145.05913;2947.0
8837;2;780000.0;8.8;1.0;1.0;588.0;-37.73764;145.05323;2947.0
8838;3;726500.0;8.8;1.0;0.0;593.0;-37.7482;145.04073;2674.0
8839;3;710000.0;8.8;1.0;1.0;577.0;-37.74307;145.0399;2674.0
8840;2;645000.0;16.0;1.0;1.0;105.0;-37.94887;145.02647;4794.0
8841;5;650500.0;18.0;2.0;2.0;615.0;-37.68455;144.73272;5556.0
8842;3;750000.0;12.3;2.0;2.0;321.0;-37.90415;145.10504;768.0
8843;4;650000.0;14.0;1.0;1.0;692.0;-37.6876;144.91167;851.0
8844;2;390000.0;14.0;1.0;1.0;165.0;-37.68582;144.91638;851.0
8845;3;810000.0;15.5;2.0;2.0;766.0;-37.71424;144.7958;3656.0
8846;3;735000.0;15.5;2.0;2.0;749.0;-37.72321;144.80882;3656.0
8847;2;520000.0;11.7;2.0;2.0;62.0;-37.73893;144.87661;5629.0
8848;4;640000.0;15.5;2.0;1.0;729.0;-37.70115;144.80144;570.0
8849;3;967000.0;3.4;2.0;2.0;0.0;-37.79482;144.92192;5263.0
8850;2;850000.0;3.4;1.0;0.0;133.0;-37.78906;144.93173000000004;5263.0
8851;1;500000.0;3.4;1.0;0.0;142.0;-37.79059;144.93145;5263.0
8852;2;535000.0;3.4;1.0;1.0;0.0;-37.79122;144.93175;5263.0
8853;2;758000.0;5.4;1.0;2.0;901.0;-37.79719;145.03177;10331.0
8854;2;862000.0;7.3;1.0;1.0;1011.0;-37.7972;145.05225;2671.0
8855;4;965000.0;25.2;2.0;2.0;576.0;-38.00293;145.16465;8459.0
8856;4;761000.0;25.2;1.0;2.0;680.0;-37.9865;145.16767;8459.0
8857;3;520000.0;14.0;1.0;2.0;570.0;-37.73341;144.77161;2878.0
8858;3;530000.0;14.0;1.0;1.0;532.0;-37.731;144.77387;2878.0
8859;3;1020000.0;6.4;1.0;0.0;281.0;-37.80781;144.88083;1808.0
8860;1;210000.0;6.4;1.0;1.0;0.0;-37.80893;144.87878;1808.0
8861;4;750000.0;16.3;2.0;4.0;544.0;-37.66747;144.98802;8279.0
8862;3;635000.0;16.3;1.0;4.0;536.0;-37.67125;145.03171;8279.0
8863;2;410000.0;16.3;1.0;1.0;143.0;-37.67222;145.0231;8279.0
8864;5;675000.0;16.3;2.0;2.0;750.0;-37.67227000000001;145.03595;8279.0
8865;5;880000.0;14.6;2.0;2.0;725.0;-37.72399;145.12069;1624.0
8866;1;280000.0;6.4;1.0;1.0;3826.0;-37.77757;144.87232;3873.0
8867;2;520000.0;6.4;1.0;1.0;126.0;-37.78775;144.87446;3873.0
8868;3;895000.0;6.4;2.0;2.0;262.0;-37.78284;144.88098;3873.0
8869;3;2110000.0;8.4;1.0;2.0;627.0;-37.86996;145.05621000000005;8801.0
8870;3;1050000.0;4.3;2.0;1.0;563.0;-37.769;144.89934;4918.0
8871;4;320000.0;31.7;2.0;1.0;547.0;-37.69026;144.57866;3600.0
8872;3;480000.0;31.7;1.0;2.0;900.0;-37.68738;144.57415;3600.0
8873;4;670000.0;25.9;2.0;2.0;512.0;-37.58676;145.08889;5812.0
8874;4;520500.0;25.9;2.0;2.0;482.0;-37.60238;145.08695;5812.0
8875;2;460000.0;17.9;1.0;1.0;241.0;-37.67231;145.05878;10529.0
8876;3;610000.0;17.9;1.0;1.0;560.0;-37.66903;145.05091000000004;10529.0
8877;3;950000.0;17.2;1.0;2.0;608.0;-37.82583;145.20608;6871.0
8878;3;970000.0;17.2;2.0;1.0;263.0;-37.8179;145.20658;6871.0
8879;5;2200000.0;10.2;2.0;4.0;819.0;-37.81269;145.10236;2079.0
8880;4;2320000.0;10.2;2.0;5.0;728.0;-37.81402;145.10336;2079.0
8881;3;655000.0;16.2;2.0;3.0;382.0;-37.72857;145.12728;3891.0
8882;3;960000.0;16.2;1.0;1.0;1285.0;-37.716;145.13452;3891.0
8883;4;1810000.0;6.2;2.0;2.0;431.0;-37.77019;144.92691000000005;6232.0
8884;2;1020000.0;6.2;1.0;1.0;269.0;-37.75782;144.92088;6232.0
8885;2;1250000.0;6.2;1.0;1.0;450.0;-37.76121;144.92525;6232.0
8886;3;1175000.0;14.3;2.0;6.0;650.0;-37.9379;145.05456;2555.0
8887;4;800000.0;21.5;3.0;3.0;638.0;-38.00406;145.09502;3650.0
8888;4;1225000.0;21.5;2.0;2.0;893.0;-37.99991;145.09417;3650.0
8889;3;1205000.0;14.2;2.0;2.0;402.0;-37.87389;145.12783000000005;13366.0
8890;4;1720000.0;14.2;2.0;3.0;741.0;-37.86989000000001;145.1434;13366.0
8891;5;1600000.0;14.2;3.0;3.0;728.0;-37.8778;145.11236;13366.0
8892;3;944000.0;14.2;1.0;1.0;446.0;-37.86071;145.1278;13366.0
8893;3;1385000.0;14.2;1.0;2.0;807.0;-37.86618;145.14757;13366.0
8894;3;2000000.0;14.2;1.0;2.0;1028.0;-37.89757;145.11825;13366.0
8895;3;650000.0;34.1;1.0;4.0;1042.0;-38.03147;145.31126;9376.0
8896;3;655000.0;34.1;2.0;2.0;731.0;-38.02938;145.31876;9376.0
8897;2;710000.0;6.2;1.0;2.0;120.0;-37.84026;144.86667;5498.0
8898;3;1330000.0;6.2;1.0;3.0;758.0;-37.84522;144.86516;5498.0
8899;2;550000.0;1.8;1.0;0.0;4563.0;-37.79939;144.94635;6821.0
8900;2;962000.0;1.8;1.0;0.0;91.0;-37.80037;144.94981;6821.0
8901;2;936000.0;1.8;1.0;0.0;0.0;-37.80487;144.95705;6821.0
8902;4;1900000.0;5.3;2.0;2.0;313.0;-37.76501;145.00269;11364.0
8903;3;1605000.0;5.3;1.0;0.0;507.0;-37.77124;145.002;11364.0
8904;3;1415000.0;5.3;1.0;1.0;366.0;-37.78103;144.998;11364.0
8905;2;390000.0;5.3;1.0;1.0;0.0;-37.76622;145.01596;11364.0
8906;4;1100000.0;15.4;2.0;3.0;596.0;-37.80827;145.18098999999995;4973.0
8907;3;926000.0;15.4;1.0;0.0;738.0;-37.81376;145.17641;4973.0
8908;2;610000.0;11.2;1.0;1.0;182.0;-37.712;144.91761;2651.0
8909;5;1525000.0;12.3;3.0;6.0;774.0;-37.90119;145.1068;2547.0
8910;6;1900000.0;12.3;4.0;3.0;1063.0;-37.909;145.12059;2547.0
8911;1;454000.0;11.4;1.0;1.0;1006.0;-37.90164;145.04138999999995;3578.0
8912;2;562000.0;11.4;1.0;1.0;0.0;-37.90286;145.04772;3578.0
8913;3;1000000.0;21.5;2.0;2.0;298.0;-37.99464;145.08099;5087.0
8914;3;820000.0;21.5;2.0;2.0;445.0;-37.99652;145.08523;5087.0
8915;3;870000.0;8.5;1.0;2.0;654.0;-37.72796;144.93885;7485.0
8916;3;800000.0;8.5;1.0;2.0;287.0;-37.72392;144.94951;7485.0
8917;5;1501000.0;8.5;3.0;3.0;681.0;-37.72565;144.94953999999996;7485.0
8918;3;1663000.0;8.5;1.0;2.0;956.0;-37.73103;144.93963;7485.0
8919;4;780000.0;8.5;2.0;3.0;555.0;-37.71561;144.94336;7485.0
8920;5;660000.0;14.7;2.0;2.0;571.0;-37.89467;144.72018;15542.0
8921;3;1631000.0;3.5;2.0;2.0;0.0;-37.84007;144.94128999999995;8648.0
8922;3;1665000.0;3.5;3.0;2.0;121.0;-37.83591;144.93648000000005;8648.0
8923;4;2450000.0;3.5;3.0;2.0;210.0;-37.83933;144.93771;8648.0
8924;1;399000.0;4.6;1.0;0.0;0.0;-37.85279;145.00811000000004;7717.0
8925;2;1240000.0;4.6;1.0;1.0;0.0;-37.85417;145.00929;7717.0
8926;3;840000.0;12.0;1.0;4.0;614.0;-37.71562;145.02175;21650.0
8927;2;560000.0;12.0;1.0;1.0;198.0;-37.72874;145.02988;21650.0
8928;4;900000.0;12.0;1.0;2.0;836.0;-37.70343;145.03082;21650.0
8929;4;902000.0;12.0;2.0;3.0;700.0;-37.71073;145.01775;21650.0
8930;3;825000.0;12.0;2.0;5.0;537.0;-37.70047;145.02881000000005;21650.0
8931;2;668500.0;12.0;2.0;1.0;138.0;-37.72487;145.00705;21650.0
8932;2;1165000.0;2.4;1.0;1.0;149.0;-37.81954;145.00304;14949.0
8933;2;890500.0;2.4;2.0;2.0;180.0;-37.81443;144.99079;14949.0
8934;2;1442000.0;2.4;2.0;1.0;163.0;-37.82259000000001;144.99077;14949.0
8935;2;560000.0;21.3;1.0;2.0;217.0;-37.80526;145.24628;4407.0
8936;2;340000.0;23.8;1.0;0.0;609.0;-37.73289000000001;144.66615;538.0
8937;5;870000.0;23.5;2.0;2.0;733.0;-37.91894;145.24305;11667.0
8938;2;643500.0;15.2;1.0;1.0;0.0;-37.95236;145.00737;4497.0
8939;3;572000.0;35.4;2.0;2.0;264.0;-38.10422;145.14158999999995;8077.0
8940;2;750000.0;5.1;1.0;1.0;104.0;-37.80601;144.89663000000004;2417.0
8941;2;850000.0;5.1;1.0;1.0;152.0;-37.80697;144.8928;2417.0
8942;4;640000.0;34.7;2.0;2.0;631.0;-38.10542;145.19951;2756.0
8943;4;600000.0;20.5;2.0;2.0;505.0;-37.61957;145.0948;7969.0
8944;3;386000.0;20.5;1.0;1.0;216.0;-37.64491;145.09233;7969.0
8945;2;857000.0;2.7;2.0;2.0;0.0;-37.83613;144.99661;14887.0
8946;2;1160000.0;2.7;1.0;0.0;140.0;-37.84369;144.98914;14887.0
8947;3;1235000.0;2.7;2.0;1.0;0.0;-37.84024;145.00038999999995;14887.0
8948;3;752500.0;20.8;1.0;2.0;623.0;-37.94106;145.16193;7412.0
8949;3;565000.0;14.0;1.0;2.0;614.0;-37.73074;144.78925;14042.0
8950;3;610000.0;14.0;1.0;2.0;563.0;-37.7627;144.81107;14042.0
8951;1;350000.0;5.0;1.0;1.0;0.0;-37.8614;144.97406999999995;13240.0
8952;2;525000.0;5.0;1.0;1.0;0.0;-37.87174;144.98286000000004;13240.0
8953;1;517500.0;5.0;1.0;0.0;980.0;-37.85954;144.98869;13240.0
8954;2;365000.0;5.0;1.0;1.0;881.0;-37.86476;144.97826;13240.0
8955;2;460000.0;5.0;1.0;1.0;0.0;-37.85709;144.9873;13240.0
8956;2;646000.0;8.2;1.0;1.0;184.0;-37.7404;144.90835;3284.0
8957;4;580000.0;31.7;2.0;2.0;613.0;-37.59501;144.70068999999995;14092.0
8958;3;420000.0;31.7;1.0;2.0;466.0;-37.57282;144.70553;14092.0
8959;3;650000.0;31.7;3.0;1.0;852.0;-37.58689;144.72865;14092.0
8960;3;525000.0;10.5;2.0;1.0;177.0;-37.79408;144.82613999999995;3755.0
8961;3;780000.0;10.5;1.0;2.0;690.0;-37.77176;144.84062;4217.0
8962;4;765000.0;10.5;2.0;2.0;690.0;-37.7875;144.80983999999995;6763.0
8963;3;2100000.0;10.2;1.0;9.0;841.0;-37.83729;145.10929;5457.0
8964;3;1385000.0;10.2;2.0;1.0;385.0;-37.82886;145.10093;5457.0
8965;3;451500.0;18.4;1.0;1.0;346.0;-37.84123;144.69648999999995;10160.0
8966;3;526000.0;18.4;2.0;2.0;407.0;-37.83867;144.7034;10160.0
8967;4;605500.0;18.0;2.0;2.0;724.0;-37.71071;144.74962;4242.0
8968;3;427500.0;15.5;2.0;2.0;189.0;-37.70308;144.79953999999995;5336.0
8969;5;1705000.0;12.4;4.0;2.0;968.0;-37.77083;145.11516;5420.0
8970;3;551200.0;27.0;1.0;2.0;1007.0;-37.86387;145.31762;1690.0
8971;3;542000.0;15.3;2.0;2.0;213.0;-37.67748;145.01791;7955.0
8972;4;2070000.0;7.0;3.0;2.0;530.0;-37.76281;145.01986000000005;8870.0
8973;6;2800000.0;4.1;2.0;2.0;581.0;-37.83195;145.01215;7217.0
8974;2;385000.0;18.4;1.0;1.0;206.0;-37.84219;144.71155;5811.0
8975;3;500000.0;12.9;1.0;1.0;268.0;-37.70367;144.88081;3296.0
8976;4;821000.0;12.9;1.0;6.0;763.0;-37.69048;144.87312;3296.0
8977;3;917000.0;17.2;2.0;2.0;260.0;-37.831;145.19843999999995;4181.0
8978;4;1115000.0;8.9;2.0;2.0;592.0;-37.73789;145.08952;2698.0
8979;3;905000.0;8.9;2.0;2.0;331.0;-37.73298;145.08893999999995;2698.0
8980;2;450000.0;14.7;2.0;2.0;74.0;-37.84646;145.22591;5424.0
8981;3;1015000.0;14.7;2.0;2.0;550.0;-37.88695;145.21891000000005;7082.0
8982;3;510000.0;14.7;2.0;2.0;658.0;-37.88688;144.67244;16166.0
8983;4;645000.0;14.7;2.0;2.0;702.0;-37.8967;144.65264;16166.0
8984;3;427000.0;14.7;1.0;2.0;637.0;-37.91165;144.67241;16166.0
8985;3;845000.0;6.4;1.0;2.0;422.0;-37.79644;144.86388;5058.0
8986;2;876000.0;6.4;1.0;1.0;369.0;-37.79205;144.87142;5058.0
8987;3;578000.0;16.5;2.0;1.0;308.0;-37.67485;144.88995;2474.0
8988;4;510000.0;17.6;2.0;2.0;443.0;-37.8543;144.74437;1999.0
8989;2;390000.0;25.5;1.0;1.0;197.0;-37.61401;145.03301000000005;2940.0
8990;4;525000.0;25.5;2.0;2.0;415.0;-37.6161;145.03937;2940.0
8991;3;480000.0;27.2;1.0;2.0;743.0;-37.89757;144.63041;5262.0
8992;4;1000000.0;6.3;2.0;2.0;438.0;-37.81789000000001;144.86744;6543.0
8993;3;1240000.0;6.3;3.0;6.0;668.0;-37.81381;144.87438;6543.0
8994;3;1115000.0;6.3;1.0;2.0;446.0;-37.82004000000001;144.87174;6543.0
8995;2;507000.0;7.5;1.0;1.0;0.0;-37.75571;144.90366;1543.0
8996;3;845000.0;10.4;1.0;2.0;589.0;-37.72207;144.87905;3464.0
8997;3;1250000.0;10.4;1.0;1.0;773.0;-37.72265;144.8793;3464.0
8998;4;1026000.0;10.4;3.0;2.0;534.0;-37.72623;144.86773;3464.0
8999;3;850000.0;10.4;2.0;1.0;307.0;-37.72649000000001;144.88488999999996;3464.0
9000;2;2905000.0;3.0;1.0;1.0;254.0;-37.84583;144.95658;3280.0
9001;2;1380000.0;3.0;1.0;1.0;164.0;-37.84763;144.95175;3280.0
9002;3;2500000.0;3.0;2.0;1.0;165.0;-37.84152;144.95027;3280.0
9003;3;2120000.0;3.0;1.0;2.0;225.0;-37.84396;144.95658999999995;3280.0
9004;2;2015000.0;3.0;1.0;2.0;178.0;-37.84098;144.95115;3280.0
9005;3;787000.0;10.5;1.0;3.0;716.0;-37.77917;144.81407;2185.0
9006;4;2220000.0;5.7;2.0;3.0;580.0;-37.77227;145.0284;2211.0
9007;2;540000.0;11.0;1.0;1.0;132.0;-37.86444;144.82304;5301.0
9008;3;585000.0;9.4;1.0;1.0;402.0;-37.83012;144.84818;5132.0
9009;2;700500.0;6.3;1.0;1.0;0.0;-37.85385;145.0284;4836.0
9010;3;2385000.0;6.3;1.0;0.0;256.0;-37.85911;145.01783;4836.0
9011;3;1500000.0;4.3;3.0;1.0;382.0;-37.77206;144.90397;6567.0
9012;4;1655000.0;10.2;3.0;2.0;510.0;-37.87159000000001;145.0795;3052.0
9013;4;1800000.0;10.2;2.0;2.0;682.0;-37.8621;145.08588;3052.0
